#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    6.30069e-01	    1.95808e+00	    1.83228e-01	    1.60350e-01	    4.59727e-03	    4.34992e-03	    3.55836e-03	    3.35738e-03	   -4.88769e-02	   -3.87742e-02
    6.48274e-01	    1.95808e+00	    1.78063e-01	    1.56474e-01	    4.73389e-03	    4.41757e-03	    3.75498e-03	    3.47255e-03	   -4.87112e-02	   -3.90358e-02
    6.66787e-01	    1.95808e+00	    1.72939e-01	    1.52569e-01	    4.85037e-03	    4.47341e-03	    3.92968e-03	    3.57524e-03	   -4.85006e-02	   -3.92368e-02
    6.85622e-01	    1.95808e+00	    1.67859e-01	    1.48643e-01	    4.94764e-03	    4.51769e-03	    4.08342e-03	    3.66562e-03	   -4.82452e-02	   -3.93782e-02
    7.04794e-01	    1.95808e+00	    1.62824e-01	    1.44704e-01	    5.02657e-03	    4.55062e-03	    4.21707e-03	    3.74387e-03	   -4.79456e-02	   -3.94611e-02
    7.24318e-01	    1.95808e+00	    1.57839e-01	    1.40757e-01	    5.08796e-03	    4.57244e-03	    4.33149e-03	    3.81019e-03	   -4.76021e-02	   -3.94868e-02
    7.44211e-01	    1.95808e+00	    1.52906e-01	    1.36808e-01	    5.13258e-03	    4.58340e-03	    4.42746e-03	    3.86477e-03	   -4.72156e-02	   -3.94566e-02
    7.64491e-01	    1.95808e+00	    1.48027e-01	    1.32863e-01	    5.16115e-03	    4.58373e-03	    4.50570e-03	    3.90783e-03	   -4.67870e-02	   -3.93719e-02
    7.85175e-01	    1.95808e+00	    1.43204e-01	    1.28927e-01	    5.17435e-03	    4.57369e-03	    4.56693e-03	    3.93958e-03	   -4.63172e-02	   -3.92342e-02
    8.06284e-01	    1.95808e+00	    1.38439e-01	    1.25003e-01	    5.17283e-03	    4.55352e-03	    4.61182e-03	    3.96024e-03	   -4.58072e-02	   -3.90450e-02
    8.27837e-01	    1.95808e+00	    1.33733e-01	    1.21095e-01	    5.15721e-03	    4.52347e-03	    4.64100e-03	    3.97004e-03	   -4.52583e-02	   -3.88060e-02
    8.49856e-01	    1.95808e+00	    1.29088e-01	    1.17209e-01	    5.12807e-03	    4.48380e-03	    4.65507e-03	    3.96920e-03	   -4.46715e-02	   -3.85185e-02
    8.72365e-01	    1.95808e+00	    1.24505e-01	    1.13346e-01	    5.08599e-03	    4.43476e-03	    4.65462e-03	    3.95796e-03	   -4.40480e-02	   -3.81843e-02
    8.95387e-01	    1.95808e+00	    1.19985e-01	    1.09510e-01	    5.03152e-03	    4.37661e-03	    4.64020e-03	    3.93656e-03	   -4.33891e-02	   -3.78049e-02
    9.18948e-01	    1.95808e+00	    1.15530e-01	    1.05704e-01	    4.96517e-03	    4.30961e-03	    4.61238e-03	    3.90524e-03	   -4.26960e-02	   -3.73818e-02
    9.43076e-01	    1.95808e+00	    1.11140e-01	    1.01931e-01	    4.88748e-03	    4.23404e-03	    4.57167e-03	    3.86425e-03	   -4.19699e-02	   -3.69167e-02
    9.67799e-01	    1.95808e+00	    1.06817e-01	    9.81936e-02	    4.79894e-03	    4.15016e-03	    4.51859e-03	    3.81386e-03	   -4.12122e-02	   -3.64110e-02
